State	StateName	Year	Month	Period	Indicator	DataValue	PercentComplete	PercentPendingInvestigation	Footnote
AK	Alaska	2015	August	12 month-ending	Number of Drug Overdose Deaths	124	100	0	
AK	Alaska	2015	September	12 month-ending	Number of Drug Overdose Deaths	125	100	0	
AK	Alaska	2015	October	12 month-ending	Number of Drug Overdose Deaths	120	100	0	
AK	Alaska	2015	November	12 month-ending	Number of Drug Overdose Deaths	115	100	0	
AK	Alaska	2015	December	12 month-ending	Number of Drug Overdose Deaths	121	100	0	
AK	Alaska	2016	January	12 month-ending	Number of Drug Overdose Deaths	126	100	0	
AK	Alaska	2016	February	12 month-ending	Number of Drug Overdose Deaths	128	100	0	
AK	Alaska	2016	March	12 month-ending	Number of Drug Overdose Deaths	125	100	0	
AK	Alaska	2016	April	12 month-ending	Number of Drug Overdose Deaths	132	100	0	
AK	Alaska	2016	May	12 month-ending	Number of Drug Overdose Deaths	140	100	0	
AK	Alaska	2016	June	12 month-ending	Number of Drug Overdose Deaths	138	100	0	
AK	Alaska	2016	July	12 month-ending	Number of Drug Overdose Deaths	143	100	0	
AK	Alaska	2016	August	12 month-ending	Number of Drug Overdose Deaths	138	100	0.023386342	
AK	Alaska	2016	September	12 month-ending	Number of Drug Overdose Deaths	131	100	0.046992481	
AK	Alaska	2016	October	12 month-ending	Number of Drug Overdose Deaths	131	100	0.069913773	
AK	Alaska	2016	November	12 month-ending	Number of Drug Overdose Deaths	133	100	0.069946374	
AK	Alaska	2016	December	12 month-ending	Number of Drug Overdose Deaths	129	100	0.068886338	
AK	Alaska	2017	January	12 month-ending	Number of Drug Overdose Deaths	126	100	0.068587106	*Likely underreported due to incomplete data
AK	Alaska	2017	February	12 month-ending	Number of Drug Overdose Deaths	124	100	0.069013113	*Likely underreported due to incomplete data
AK	Alaska	2017	March	12 month-ending	Number of Drug Overdose Deaths	126	100	0.068807339	*Likely underreported due to incomplete data
AK	Alaska	2017	April	12 month-ending	Number of Drug Overdose Deaths	117	100	0.069348128	*Likely underreported due to incomplete data
AK	Alaska	2017	May	12 month-ending	Number of Drug Overdose Deaths	120	100	0.070126227	*Likely underreported due to incomplete data
AK	Alaska	2017	June	12 month-ending	Number of Drug Overdose Deaths	122	100	0.070142623	*Likely underreported due to incomplete data
AK	Alaska	2017	July	12 month-ending	Number of Drug Overdose Deaths	128	100	0.070788108	*Likely underreported due to incomplete data
AK	Alaska	2017	August	12 month-ending	Number of Drug Overdose Deaths	137	100	0.047225502	*Likely underreported due to incomplete data
AK	Alaska	2017	September	12 month-ending	Number of Drug Overdose Deaths	148	100	0.023261224	*Likely underreported due to incomplete data
AL	Alabama	2015	January	12 month-ending	Number of Deaths	49,543	100	0.33708092	
AL	Alabama	2015	February	12 month-ending	Number of Deaths	50,004	100	0.323974082	
AL	Alabama	2015	March	12 month-ending	Number of Deaths	50,486	100	0.308996554	
AL	Alabama	2015	April	12 month-ending	Number of Deaths	50,565	100	0.316424404	
AL	Alabama	2015	May	12 month-ending	Number of Deaths	50,516	100	0.318710904	
AL	Alabama	2015	June	12 month-ending	Number of Deaths	50,658	100	0.341505784	
AL	Alabama	2015	July	12 month-ending	Number of Deaths	50,841	100	0.330441966	
AL	Alabama	2015	August	12 month-ending	Number of Deaths	50,930	100	0.331827999	
AL	Alabama	2015	September	12 month-ending	Number of Deaths	51,044	100	0.323250529	
AL	Alabama	2015	October	12 month-ending	Number of Deaths	51,091	100	0.309252119	
AL	Alabama	2015	November	12 month-ending	Number of Deaths	51,093	100	0.293582291	
AL	Alabama	2015	December	12 month-ending	Number of Deaths	50,870	100	0.310595636	
AL	Alabama	2016	January	12 month-ending	Number of Deaths	50,534	100	0.302766454	
AL	Alabama	2016	February	12 month-ending	Number of Deaths	50,555	100	0.282860251	
AL	Alabama	2016	March	12 month-ending	Number of Deaths	50,348	100	0.282037022	
AL	Alabama	2016	April	12 month-ending	Number of Deaths	50,391	100	0.279811871	
AL	Alabama	2016	May	12 month-ending	Number of Deaths	50,511	100	0.28310665	
AL	Alabama	2016	June	12 month-ending	Number of Deaths	50,613	100	0.264754115	
AL	Alabama	2016	July	12 month-ending	Number of Deaths	50,683	100	0.278199791	
AL	Alabama	2016	August	12 month-ending	Number of Deaths	50,756	100	0.264008196	
AL	Alabama	2016	September	12 month-ending	Number of Deaths	50,810	100	0.265695729	
AL	Alabama	2016	October	12 month-ending	Number of Deaths	50,869	100	0.287011736	
AL	Alabama	2016	November	12 month-ending	Number of Deaths	51,110	100	0.275875563	
AL	Alabama	2016	December	12 month-ending	Number of Deaths	51,431	100	0.270265015	
AL	Alabama	2017	January	12 month-ending	Number of Deaths	51,654	100	0.263290355	*Likely underreported due to incomplete data
AL	Alabama	2017	February	12 month-ending	Number of Deaths	51,543	100	0.26579749	*Likely underreported due to incomplete data
AL	Alabama	2017	March	12 month-ending	Number of Deaths	51,668	100	0.265154448	*Likely underreported due to incomplete data
AL	Alabama	2017	April	12 month-ending	Number of Deaths	51,795	100	0.250989478	*Likely underreported due to incomplete data
AL	Alabama	2017	May	12 month-ending	Number of Deaths	51,944	100	0.23871862	*Likely underreported due to incomplete data
AL	Alabama	2017	June	12 month-ending	Number of Deaths	52,005	100	0.240361504	*Likely underreported due to incomplete data
AL	Alabama	2017	July	12 month-ending	Number of Deaths	52,042	100	0.236347565	*Likely underreported due to incomplete data
AL	Alabama	2017	August	12 month-ending	Number of Deaths	52,073	100	0.245808769	*Likely underreported due to incomplete data
AL	Alabama	2017	September	12 month-ending	Number of Deaths	52,223	100	0.247017598	*Likely underreported due to incomplete data
AL	Alabama	2015	January	12 month-ending	Number of Drug Overdose Deaths	715	100	0.33708092	
AL	Alabama	2015	February	12 month-ending	Number of Drug Overdose Deaths	723	100	0.323974082	
AL	Alabama	2015	March	12 month-ending	Number of Drug Overdose Deaths	733	100	0.308996554	
AL	Alabama	2015	April	12 month-ending	Number of Drug Overdose Deaths	738	100	0.316424404	
AL	Alabama	2015	May	12 month-ending	Number of Drug Overdose Deaths	755	100	0.318710904	
AL	Alabama	2015	June	12 month-ending	Number of Drug Overdose Deaths	756	100	0.341505784	
AL	Alabama	2015	July	12 month-ending	Number of Drug Overdose Deaths	743	100	0.330441966	
AL	Alabama	2015	August	12 month-ending	Number of Drug Overdose Deaths	736	100	0.331827999	
AL	Alabama	2015	September	12 month-ending	Number of Drug Overdose Deaths	744	100	0.323250529	
AL	Alabama	2015	October	12 month-ending	Number of Drug Overdose Deaths	730	100	0.309252119	
AL	Alabama	2015	November	12 month-ending	Number of Drug Overdose Deaths	725	100	0.293582291	
AL	Alabama	2015	December	12 month-ending	Number of Drug Overdose Deaths	720	100	0.310595636	
AL	Alabama	2016	January	12 month-ending	Number of Drug Overdose Deaths	706	100	0.302766454	
AL	Alabama	2016	February	12 month-ending	Number of Drug Overdose Deaths	710	100	0.282860251	
AL	Alabama	2016	March	12 month-ending	Number of Drug Overdose Deaths	681	100	0.282037022	
AL	Alabama	2016	April	12 month-ending	Number of Drug Overdose Deaths	676	100	0.279811871	
AL	Alabama	2016	May	12 month-ending	Number of Drug Overdose Deaths	654	100	0.28310665	
AL	Alabama	2016	June	12 month-ending	Number of Drug Overdose Deaths	674	100	0.264754115	
AL	Alabama	2016	July	12 month-ending	Number of Drug Overdose Deaths	681	100	0.278199791	
AL	Alabama	2016	August	12 month-ending	Number of Drug Overdose Deaths	685	100	0.264008196	
AL	Alabama	2016	September	12 month-ending	Number of Drug Overdose Deaths	695	100	0.265695729	
AL	Alabama	2016	October	12 month-ending	Number of Drug Overdose Deaths	704	100	0.287011736	
AL	Alabama	2016	November	12 month-ending	Number of Drug Overdose Deaths	718	100	0.275875563	
AL	Alabama	2016	December	12 month-ending	Number of Drug Overdose Deaths	740	100	0.270265015	
AL	Alabama	2017	January	12 month-ending	Number of Drug Overdose Deaths	761	100	0.263290355	*Likely underreported due to incomplete data
AL	Alabama	2017	February	12 month-ending	Number of Drug Overdose Deaths	757	100	0.26579749	*Likely underreported due to incomplete data
AL	Alabama	2017	March	12 month-ending	Number of Drug Overdose Deaths	791	100	0.265154448	*Likely underreported due to incomplete data
AL	Alabama	2017	April	12 month-ending	Number of Drug Overdose Deaths	791	100	0.250989478	*Likely underreported due to incomplete data
AL	Alabama	2017	May	12 month-ending	Number of Drug Overdose Deaths	808	100	0.23871862	*Likely underreported due to incomplete data
AL	Alabama	2017	June	12 month-ending	Number of Drug Overdose Deaths	799	100	0.240361504	*Likely underreported due to incomplete data
AL	Alabama	2017	July	12 month-ending	Number of Drug Overdose Deaths	803	100	0.236347565	*Likely underreported due to incomplete data
AL	Alabama	2017	August	12 month-ending	Number of Drug Overdose Deaths	800	100	0.245808769	*Likely underreported due to incomplete data
AL	Alabama	2017	September	12 month-ending	Number of Drug Overdose Deaths	788	100	0.247017598	*Likely underreported due to incomplete data
AR	Arkansas	2015	January	12 month-ending	Number of Deaths	30,122	100	0.04979749	
AR	Arkansas	2015	February	12 month-ending	Number of Deaths	30,332	100	0.046155875	
AR	Arkansas	2015	March	12 month-ending	Number of Deaths	30,387	100	0.046072334	
AR	Arkansas	2015	April	12 month-ending	Number of Deaths	30,444	100	0.039416634	
AR	Arkansas	2015	May	12 month-ending	Number of Deaths	30,602	100	0.042480884	
AR	Arkansas	2015	June	12 month-ending	Number of Deaths	30,722	100	0.042314954	
AR	Arkansas	2015	July	12 month-ending	Number of Deaths	30,685	100	0.04888382	
AR	Arkansas	2015	August	12 month-ending	Number of Deaths	30,884	100	0.048568838	
AR	Arkansas	2015	September	12 month-ending	Number of Deaths	30,931	100	0.061427047	
AR	Arkansas	2015	October	12 month-ending	Number of Deaths	31,015	100	0.058036434	
AR	Arkansas	2015	November	12 month-ending	Number of Deaths	31,007	100	0.061276486	
AR	Arkansas	2015	December	12 month-ending	Number of Deaths	30,986	100	0.070999806	
AR	Arkansas	2016	January	12 month-ending	Number of Deaths	30,624	100	0.071839081	
AR	Arkansas	2016	February	12 month-ending	Number of Deaths	30,413	100	0.072337487	
AR	Arkansas	2016	March	12 month-ending	Number of Deaths	30,421	100	0.075605667	
AR	Arkansas	2016	April	12 month-ending	Number of Deaths	30,489	100	0.078716914	
AR	Arkansas	2016	May	12 month-ending	Number of Deaths	30,361	100	0.07904878	
AR	Arkansas	2016	June	12 month-ending	Number of Deaths	30,434	100	0.078859171	
AR	Arkansas	2016	July	12 month-ending	Number of Deaths	30,590	100	0.07518797	
AR	Arkansas	2016	August	12 month-ending	Number of Deaths	30,488	100	0.078719496	
AR	Arkansas	2016	September	12 month-ending	Number of Deaths	30,540	100	0.068762279	
AR	Arkansas	2016	October	12 month-ending	Number of Deaths	30,489	100	0.075437043	
AR	Arkansas	2016	November	12 month-ending	Number of Deaths	30,697	100	0.074925889	
AR	Arkansas	2016	December	12 month-ending	Number of Deaths	31,028	100	0.0709037	
AR	Arkansas	2017	January	12 month-ending	Number of Deaths	31,115	100	0.073919332	*Likely underreported due to incomplete data
AR	Arkansas	2017	February	12 month-ending	Number of Deaths	31,158	100	0.083445664	*Likely underreported due to incomplete data
AR	Arkansas	2017	March	12 month-ending	Number of Deaths	31,308	100	0.076657723	*Likely underreported due to incomplete data
AR	Arkansas	2017	April	12 month-ending	Number of Deaths	31,379	100	0.076484273	*Likely underreported due to incomplete data
AR	Arkansas	2017	May	12 month-ending	Number of Deaths	31,493	100	0.082558029	*Likely underreported due to incomplete data
AR	Arkansas	2017	June	12 month-ending	Number of Deaths	31,550	100	0.079239303	*Likely underreported due to incomplete data
AR	Arkansas	2017	July	12 month-ending	Number of Deaths	31,540	100	0.082435003	*Likely underreported due to incomplete data
AR	Arkansas	2017	August	12 month-ending	Number of Deaths	31,584	100	0.079154002	*Likely underreported due to incomplete data
AR	Arkansas	2017	September	12 month-ending	Number of Deaths	31,704	100	0.082008579	*Likely underreported due to incomplete data
AR	Arkansas	2015	January	12 month-ending	Number of Drug Overdose Deaths	366	100	0.04979749	
AR	Arkansas	2015	February	12 month-ending	Number of Drug Overdose Deaths	366	100	0.046155875	
AR	Arkansas	2015	March	12 month-ending	Number of Drug Overdose Deaths	385	100	0.046072334	
AR	Arkansas	2015	April	12 month-ending	Number of Drug Overdose Deaths	373	100	0.039416634	
AR	Arkansas	2015	May	12 month-ending	Number of Drug Overdose Deaths	383	100	0.042480884	
AR	Arkansas	2015	June	12 month-ending	Number of Drug Overdose Deaths	391	100	0.042314954	
AR	Arkansas	2015	July	12 month-ending	Number of Drug Overdose Deaths	395	100	0.04888382	
AR	Arkansas	2015	August	12 month-ending	Number of Drug Overdose Deaths	398	100	0.048568838	
AR	Arkansas	2015	September	12 month-ending	Number of Drug Overdose Deaths	392	100	0.061427047	
AR	Arkansas	2015	October	12 month-ending	Number of Drug Overdose Deaths	397	100	0.058036434	
AR	Arkansas	2015	November	12 month-ending	Number of Drug Overdose Deaths	389	100	0.061276486	
AR	Arkansas	2015	December	12 month-ending	Number of Drug Overdose Deaths	381	100	0.070999806	
AR	Arkansas	2016	January	12 month-ending	Number of Drug Overdose Deaths	378	100	0.071839081	
AR	Arkansas	2016	February	12 month-ending	Number of Drug Overdose Deaths	379	100	0.072337487	
AR	Arkansas	2016	March	12 month-ending	Number of Drug Overdose Deaths	363	100	0.075605667	
AR	Arkansas	2016	April	12 month-ending	Number of Drug Overdose Deaths	372	100	0.078716914	
AR	Arkansas	2016	May	12 month-ending	Number of Drug Overdose Deaths	376	100	0.07904878	
AR	Arkansas	2016	June	12 month-ending	Number of Drug Overdose Deaths	369	100	0.078859171	
AR	Arkansas	2016	July	12 month-ending	Number of Drug Overdose Deaths	378	100	0.07518797	
AR	Arkansas	2016	August	12 month-ending	Number of Drug Overdose Deaths	383	100	0.078719496	
AR	Arkansas	2016	September	12 month-ending	Number of Drug Overdose Deaths	379	100	0.068762279	
AR	Arkansas	2016	October	12 month-ending	Number of Drug Overdose Deaths	372	100	0.075437043	
AR	Arkansas	2016	November	12 month-ending	Number of Drug Overdose Deaths	378	100	0.074925889	
AR	Arkansas	2016	December	12 month-ending	Number of Drug Overdose Deaths	386	100	0.0709037	
AR	Arkansas	2017	January	12 month-ending	Number of Drug Overdose Deaths	384	100	0.073919332	*Likely underreported due to incomplete data
AR	Arkansas	2017	February	12 month-ending	Number of Drug Overdose Deaths	380	100	0.083445664	*Likely underreported due to incomplete data
AR	Arkansas	2017	March	12 month-ending	Number of Drug Overdose Deaths	384	100	0.076657723	*Likely underreported due to incomplete data
AR	Arkansas	2017	April	12 month-ending	Number of Drug Overdose Deaths	386	100	0.076484273	*Likely underreported due to incomplete data
AR	Arkansas	2017	May	12 month-ending	Number of Drug Overdose Deaths	382	100	0.082558029	*Likely underreported due to incomplete data
AR	Arkansas	2017	June	12 month-ending	Number of Drug Overdose Deaths	397	100	0.079239303	*Likely underreported due to incomplete data
AR	Arkansas	2017	July	12 month-ending	Number of Drug Overdose Deaths	393	100	0.082435003	*Likely underreported due to incomplete data
AR	Arkansas	2017	August	12 month-ending	Number of Drug Overdose Deaths	404	100	0.079154002	*Likely underreported due to incomplete data
AR	Arkansas	2017	September	12 month-ending	Number of Drug Overdose Deaths	411	100	0.082008579	*Likely underreported due to incomplete data
AZ	Arizona	2015	January	12 month-ending	Number of Deaths	52,342	100	0.32669749	
AZ	Arizona	2015	February	12 month-ending	Number of Deaths	52,371	100	0.349430028	
AZ	Arizona	2015	March	12 month-ending	Number of Deaths	52,826	100	0.342634309	
AZ	Arizona	2015	April	12 month-ending	Number of Deaths	53,025	100	0.341348421	
AZ	Arizona	2015	May	12 month-ending	Number of Deaths	53,225	100	0.336308126	
AZ	Arizona	2015	June	12 month-ending	Number of Deaths	53,462	100	0.334817253	
AZ	Arizona	2015	July	12 month-ending	Number of Deaths	53,685	100	0.324112881	
AZ	Arizona	2015	August	12 month-ending	Number of Deaths	53,907	100	0.293097371	
AZ	Arizona	2015	September	12 month-ending	Number of Deaths	54,058	100	0.270080284	
AZ	Arizona	2015	October	12 month-ending	Number of Deaths	54,122	100	0.249436458	
AZ	Arizona	2015	November	12 month-ending	Number of Deaths	54,421	100	0.224178167	
AZ	Arizona	2015	December	12 month-ending	Number of Deaths	54,853	100	0.196889869	
AZ	Arizona	2016	January	12 month-ending	Number of Deaths	54,917	100	0.16024182	
AZ	Arizona	2016	February	12 month-ending	Number of Deaths	55,755	100	0.139897767	
AZ	Arizona	2016	March	12 month-ending	Number of Deaths	56,319	100	0.154477175	
AZ	Arizona	2016	April	12 month-ending	Number of Deaths	56,436	100	0.173648026	
AZ	Arizona	2016	May	12 month-ending	Number of Deaths	56,522	100	0.201691377	
AZ	Arizona	2016	June	12 month-ending	Number of Deaths	56,648	100	0.261262534	
AZ	Arizona	2016	July	12 month-ending	Number of Deaths	56,865	100	0.33236613	
AZ	Arizona	2016	August	12 month-ending	Number of Deaths	56,960	100	0.372191011	
AZ	Arizona	2016	September	12 month-ending	Number of Deaths	57,051	100	0.394383972	
AZ	Arizona	2016	October	12 month-ending	Number of Deaths	57,277	100	0.464409798	
AZ	Arizona	2016	November	12 month-ending	Number of Deaths	57,252	100	0.520505834	
AZ	Arizona	2016	December	12 month-ending	Number of Deaths	57,215	100	0.618718867	
AZ	Arizona	2017	January	12 month-ending	Number of Deaths	57,225	100	0.627348187	*Likely underreported due to incomplete data
AZ	Arizona	2017	February	12 month-ending	Number of Deaths	56,613	100	0.641195485	*Likely underreported due to incomplete data
AZ	Arizona	2017	March	12 month-ending	Number of Deaths	56,271	100	0.655755185	*Likely underreported due to incomplete data
AZ	Arizona	2017	April	12 month-ending	Number of Deaths	56,454	100	0.678428455	*Likely underreported due to incomplete data
AZ	Arizona	2017	May	12 month-ending	Number of Deaths	56,720	100	0.680535966	*Likely underreported due to incomplete data
AZ	Arizona	2017	June	12 month-ending	Number of Deaths	57,012	100	0.680558479	*Likely underreported due to incomplete data
AZ	Arizona	2017	July	12 month-ending	Number of Deaths	57,214	100	0.685146992	*Likely underreported due to incomplete data
AZ	Arizona	2017	August	12 month-ending	Number of Deaths	57,310	100	0.685744198	*Likely underreported due to incomplete data
AZ	Arizona	2017	September	12 month-ending	Number of Deaths	57,534	100	0.690026767	*Likely underreported due to incomplete data
AZ	Arizona	2015	January	12 month-ending	Number of Drug Overdose Deaths	1,193	100	0.32669749	
AZ	Arizona	2015	February	12 month-ending	Number of Drug Overdose Deaths	1,175	100	0.349430028	
AZ	Arizona	2015	March	12 month-ending	Number of Drug Overdose Deaths	1,174	100	0.342634309	
AZ	Arizona	2015	April	12 month-ending	Number of Drug Overdose Deaths	1,173	100	0.341348421	
AZ	Arizona	2015	May	12 month-ending	Number of Drug Overdose Deaths	1,184	100	0.336308126	
AZ	Arizona	2015	June	12 month-ending	Number of Drug Overdose Deaths	1,209	100	0.334817253	
AZ	Arizona	2015	July	12 month-ending	Number of Drug Overdose Deaths	1,201	100	0.324112881	
AZ	Arizona	2015	August	12 month-ending	Number of Drug Overdose Deaths	1,240	100	0.293097371	
AZ	Arizona	2015	September	12 month-ending	Number of Drug Overdose Deaths	1,241	100	0.270080284	
AZ	Arizona	2015	October	12 month-ending	Number of Drug Overdose Deaths	1,264	100	0.249436458	
AZ	Arizona	2015	November	12 month-ending	Number of Drug Overdose Deaths	1,269	100	0.224178167	
AZ	Arizona	2015	December	12 month-ending	Number of Drug Overdose Deaths	1,267	100	0.196889869	
AZ	Arizona	2016	January	12 month-ending	Number of Drug Overdose Deaths	1,298	100	0.16024182	
AZ	Arizona	2016	February	12 month-ending	Number of Drug Overdose Deaths	1,307	100	0.139897767	
AZ	Arizona	2016	March	12 month-ending	Number of Drug Overdose Deaths	1,313	100	0.154477175	
AZ	Arizona	2016	April	12 month-ending	Number of Drug Overdose Deaths	1,335	100	0.173648026	
AZ	Arizona	2016	May	12 month-ending	Number of Drug Overdose Deaths	1,350	100	0.201691377	
AZ	Arizona	2016	June	12 month-ending	Number of Drug Overdose Deaths	1,370	100	0.261262534	
AZ	Arizona	2016	July	12 month-ending	Number of Drug Overdose Deaths	1,421	100	0.33236613	
AZ	Arizona	2016	August	12 month-ending	Number of Drug Overdose Deaths	1,410	100	0.372191011	
AZ	Arizona	2016	September	12 month-ending	Number of Drug Overdose Deaths	1,404	100	0.394383972	
AZ	Arizona	2016	October	12 month-ending	Number of Drug Overdose Deaths	1,405	100	0.464409798	
AZ	Arizona	2016	November	12 month-ending	Number of Drug Overdose Deaths	1,397	100	0.520505834	
AZ	Arizona	2016	December	12 month-ending	Number of Drug Overdose Deaths	1,393	100	0.618718867	
AZ	Arizona	2017	January	12 month-ending	Number of Drug Overdose Deaths	1,417	100	0.627348187	*Likely underreported due to incomplete data
AZ	Arizona	2017	February	12 month-ending	Number of Drug Overdose Deaths	1,411	100	0.641195485	*Likely underreported due to incomplete data
AZ	Arizona	2017	March	12 month-ending	Number of Drug Overdose Deaths	1,429	100	0.655755185	*Likely underreported due to incomplete data
AZ	Arizona	2017	April	12 month-ending	Number of Drug Overdose Deaths	1,415	100	0.678428455	*Likely underreported due to incomplete data
AZ	Arizona	2017	May	12 month-ending	Number of Drug Overdose Deaths	1,431	100	0.680535966	*Likely underreported due to incomplete data
AZ	Arizona	2017	June	12 month-ending	Number of Drug Overdose Deaths	1,447	100	0.680558479	*Likely underreported due to incomplete data
AZ	Arizona	2017	July	12 month-ending	Number of Drug Overdose Deaths	1,437	100	0.685146992	*Likely underreported due to incomplete data
AZ	Arizona	2017	August	12 month-ending	Number of Drug Overdose Deaths	1,454	100	0.685744198	*Likely underreported due to incomplete data
AZ	Arizona	2017	September	12 month-ending	Number of Drug Overdose Deaths	1,472	100	0.690026767	*Likely underreported due to incomplete data
CA	California	2015	January	12 month-ending	Number of Deaths	248,191	100	0.238123059	
CA	California	2015	February	12 month-ending	Number of Deaths	249,920	100	0.23087388	
CA	California	2015	March	12 month-ending	Number of Deaths	251,540	100	0.224616363	
CA	California	2015	April	12 month-ending	Number of Deaths	252,831	100	0.22267839	
CA	California	2015	May	12 month-ending	Number of Deaths	253,858	100	0.217444398	
CA	California	2015	June	12 month-ending	Number of Deaths	254,838	100	0.219747447	
CA	California	2015	July	12 month-ending	Number of Deaths	255,417	100	0.224339022	
CA	California	2015	August	12 month-ending	Number of Deaths	256,464	100	0.233950964	
CA	California	2015	September	12 month-ending	Number of Deaths	257,163	100	0.255868846	
CA	California	2015	October	12 month-ending	Number of Deaths	257,750	100	0.278952473	
CA	California	2015	November	12 month-ending	Number of Deaths	258,808	100	0.308336682	
CA	California	2015	December	12 month-ending	Number of Deaths	260,172	100	0.355918392	
CA	California	2016	January	12 month-ending	Number of Deaths	259,303	100	0.359810723	
CA	California	2016	February	12 month-ending	Number of Deaths	260,508	100	0.363904372	
CA	California	2016	March	12 month-ending	Number of Deaths	261,416	100	0.371438627	
CA	California	2016	April	12 month-ending	Number of Deaths	261,595	100	0.37768306	
CA	California	2016	May	12 month-ending	Number of Deaths	261,557	100	0.391883987	
CA	California	2016	June	12 month-ending	Number of Deaths	261,467	100	0.396990825	
CA	California	2016	July	12 month-ending	Number of Deaths	261,603	100	0.410163492	
CA	California	2016	August	12 month-ending	Number of Deaths	261,781	100	0.420198563	
CA	California	2016	September	12 month-ending	Number of Deaths	262,041	100	0.419781637	
CA	California	2016	October	12 month-ending	Number of Deaths	262,751	100	0.417124959	
CA	California	2016	November	12 month-ending	Number of Deaths	262,360	100	0.39297149	
CA	California	2016	December	12 month-ending	Number of Deaths	263,199	100	0.363983146	
CA	California	2017	January	12 month-ending	Number of Deaths	265,344	100	0.377999879	*Likely underreported due to incomplete data
CA	California	2017	February	12 month-ending	Number of Deaths	264,895	100	0.388455803	*Likely underreported due to incomplete data
CA	California	2017	March	12 month-ending	Number of Deaths	264,776	100	0.402604466	*Likely underreported due to incomplete data
CA	California	2017	April	12 month-ending	Number of Deaths	265,301	100	0.413115669	*Likely underreported due to incomplete data
CA	California	2017	May	12 month-ending	Number of Deaths	265,970	100	0.432379592	*Likely underreported due to incomplete data
CA	California	2017	June	12 month-ending	Number of Deaths	266,922	100	0.464555188	*Likely underreported due to incomplete data
CA	California	2017	July	12 month-ending	Number of Deaths	267,391	100	0.485431447	*Likely underreported due to incomplete data
CA	California	2017	August	12 month-ending	Number of Deaths	267,361	100	0.512415797	*Likely underreported due to incomplete data
